invoice_no,customer_id,gender,age,category,quantity,total_price,payment_method,Order Date,Month,Year,shopping_mall
I246515,C103331,Female,23,Clothing,4,1200.32,Debit Card,12-Apr-24,April,2024,Mall of Istanbul
I189399,C906919,Female,59,Clothing,3,900.24,Credit Card,13-Apr-24,April,2024,Kanyon
I250203,C226800,Female,65,Technology,2,2100,Credit Card,14-Apr-24,April,2024,Mall of Istanbul
I207734,C198948,Male,62,Books,4,60.6,Debit Card,15-Apr-24,April,2024,Cevahir AVM
I104160,C120670,Female,58,Clothing,3,900.24,Cash,16-Apr-24,April,2024,Mall of Istanbul
I750875,C125609,Female,46,Clothing,1,300.08,Cash,17-Apr-24,April,2024,Forum Istanbul
I150787,C268598,Male,41,Cosmetics,3,121.98,Cash,18-Apr-24,April,2024,Mall of Istanbul
I192025,C754365,Female,44,Food & Beverage,3,15.69,Cash,19-Apr-24,April,2024,Metrocity
I147543,C796861,Male,62,Souvenir,3,35.19,Cash,20-Apr-24,April,2024,Istinye Park
I150897,C289704,Female,26,Toys,1,35.84,Debit Card,21-Apr-24,April,2024,Emaar Square Mall
I620781,C807243,Female,26,Clothing,3,900.24,Cash,22-Apr-24,April,2024,Metropol AVM
I617738,C264632,Female,62,Technology,3,3150,Cash,23-Apr-24,April,2024,Mall of Istanbul
I102075,C127805,Female,61,Cosmetics,1,40.66,Cash,24-Apr-24,April,2024,Metrocity
I337634,C663736,Male,64,Technology,5,5250,Cash,25-Apr-24,April,2024,Mall of Istanbul
I214783,C217803,Female,68,Technology,4,4200,Cash,26-Apr-24,April,2024,Istinye Park
I222687,C286208,Female,52,Food & Beverage,3,15.69,Credit Card,27-Apr-24,April,2024,Metropol AVM
I587311,C141904,Male,34,Clothing,3,900.24,Debit Card,28-Apr-24,April,2024,Forum Istanbul
I254588,C149618,Female,44,Toys,1,35.84,Debit Card,29-Apr-24,April,2024,Metrocity
I113173,C318733,Female,69,Cosmetics,4,162.64,Cash,30-Apr-24,April,2024,Metrocity
I251930,C310336,Female,28,Shoes,4,2400.68,Credit Card,1-May-24,May,2024,Mall of Istanbul
I271727,C206315,Male,63,Cosmetics,1,40.66,Credit Card,2-May-24,May,2024,Kanyon
I102879,C380202,Female,26,Food & Beverage,4,20.92,Debit Card,3-May-24,May,2024,Cevahir AVM
I630114,C136758,Male,56,Clothing,1,300.08,Credit Card,4-May-24,May,2024,Kanyon
I288329,C809681,Male,54,Cosmetics,3,121.98,Credit Card,5-May-24,May,2024,Zorlu Center
I119466,C220908,Female,24,Toys,4,143.36,Debit Card,6-May-24,May,2024,Metrocity
I317983,C756940,Female,18,Cosmetics,5,203.3,Cash,7-May-24,May,2024,Metrocity
I332021,C312680,Male,55,Clothing,1,300.08,Credit Card,8-May-24,May,2024,Kanyon
I156332,C259027,Male,19,Clothing,2,600.16,Debit Card,9-May-24,May,2024,Metrocity
I415397,C279345,Male,32,Clothing,1,300.08,Credit Card,10-May-24,May,2024,Istinye Park
I109938,C407728,Female,67,Shoes,4,2400.68,Cash,11-May-24,May,2024,Metropol AVM
I108380,C294039,Female,47,Shoes,3,1800.51,Cash,12-May-24,May,2024,Mall of Istanbul
I787252,C253498,Male,40,Clothing,5,1500.4,Debit Card,13-May-24,May,2024,Metrocity
I289828,C204897,Female,36,Clothing,5,1500.4,Cash,14-May-24,May,2024,Metrocity
I136586,C134546,Female,38,Clothing,1,300.08,Debit Card,15-May-24,May,2024,Mall of Istanbul
I262142,C204706,Female,37,Clothing,2,600.16,Credit Card,16-May-24,May,2024,Mall of Istanbul
I194094,C214899,Male,21,Books,2,30.3,Cash,17-May-24,May,2024,Emaar Square Mall
I316429,C200364,Female,57,Clothing,3,900.24,Debit Card,18-May-24,May,2024,Kanyon
I136751,C174682,Female,38,Clothing,3,900.24,Credit Card,19-May-24,May,2024,Zorlu Center
I881027,C207871,Male,69,Food & Beverage,2,10.46,Debit Card,20-May-24,May,2024,Istinye Park
I125739,C197212,Male,62,Cosmetics,1,40.66,Credit Card,21-May-24,May,2024,Metrocity
I193038,C319100,Female,20,Cosmetics,5,203.3,Cash,22-May-24,May,2024,Istinye Park
I320496,C472457,Male,39,Clothing,4,1200.32,Credit Card,23-May-24,May,2024,Forum Istanbul
I453737,C245565,Female,27,Clothing,3,900.24,Credit Card,24-May-24,May,2024,Istinye Park
I757911,C318049,Male,37,Toys,4,143.36,Cash,25-May-24,May,2024,Cevahir AVM
I323948,C137694,Male,53,Food & Beverage,3,15.69,Cash,26-May-24,May,2024,Kanyon
I112259,C175200,Male,43,Cosmetics,1,40.66,Credit Card,27-May-24,May,2024,Forum Istanbul
I118678,C185467,Male,28,Toys,3,107.52,Cash,28-May-24,May,2024,Mall of Istanbul
I283249,C322136,Male,29,Clothing,4,1200.32,Credit Card,29-May-24,May,2024,Kanyon
I187189,C683273,Male,40,Clothing,4,1200.32,Credit Card,30-May-24,May,2024,Istinye Park
I257616,C269638,Female,58,Clothing,4,1200.32,Debit Card,31-May-24,May,2024,Kanyon
I332867,C244768,Female,66,Books,1,15.15,Cash,1-Jun-24,June,2024,Metropol AVM
I177031,C627558,Female,49,Cosmetics,2,81.32,Cash,2-Jun-24,June,2024,Forum Istanbul
I151701,C920596,Male,49,Clothing,2,600.16,Debit Card,3-Jun-24,June,2024,Metropol AVM
I288674,C833483,Male,60,Technology,1,1050,Credit Card,4-Jun-24,June,2024,Kanyon
I199817,C369733,Male,57,Books,1,15.15,Debit Card,5-Jun-24,June,2024,Mall of Istanbul
I246003,C154604,Male,46,Clothing,1,300.08,Debit Card,6-Jun-24,June,2024,Metrocity
I210025,C335161,Female,63,Clothing,5,1500.4,Debit Card,7-Jun-24,June,2024,Metropol AVM
I297592,C162309,Male,48,Food & Beverage,5,26.15,Debit Card,8-Jun-24,June,2024,Forum Istanbul
I453056,C569118,Female,57,Clothing,5,1500.4,Debit Card,9-Jun-24,June,2024,Kanyon
I117593,C131579,Female,40,Clothing,5,1500.4,Credit Card,10-Jun-24,June,2024,Metrocity
I270491,C266349,Female,33,Cosmetics,4,162.64,Cash,11-Jun-24,June,2024,Zorlu Center
I439007,C152077,Male,46,Cosmetics,1,40.66,Credit Card,12-Jun-24,June,2024,Metropol AVM
I759716,C179184,Female,43,Cosmetics,1,40.66,Cash,13-Jun-24,June,2024,Metrocity
I322854,C289504,Male,45,Clothing,3,900.24,Cash,14-Jun-24,June,2024,Istinye Park
I314442,C851697,Female,39,Books,5,75.75,Credit Card,15-Jun-24,June,2024,Metropol AVM
I323790,C212937,Female,58,Shoes,5,3000.85,Credit Card,16-Jun-24,June,2024,Zorlu Center
I298309,C105391,Male,28,Toys,1,35.84,Cash,17-Jun-24,June,2024,Istinye Park
I214481,C102366,Male,56,Shoes,5,3000.85,Credit Card,18-Jun-24,June,2024,Istinye Park
I315324,C228858,Female,61,Clothing,3,900.24,Credit Card,19-Jun-24,June,2024,Forum Istanbul
I295488,C137760,Male,32,Food & Beverage,2,10.46,Credit Card,20-Jun-24,June,2024,Zorlu Center
I277787,C332750,Male,58,Clothing,4,1200.32,Credit Card,21-Jun-24,June,2024,Emaar Square Mall
I195631,C219593,Female,61,Souvenir,3,35.19,Debit Card,22-Jun-24,June,2024,Mall of Istanbul
I336794,C193274,Female,22,Food & Beverage,1,5.23,Cash,23-Jun-24,June,2024,Emaar Square Mall
I233231,C250609,Female,64,Food & Beverage,5,26.15,Cash,24-Jun-24,June,2024,Istinye Park
I271914,C220564,Male,35,Shoes,3,1800.51,Debit Card,25-Jun-24,June,2024,Kanyon
I132664,C451148,Female,19,Toys,3,107.52,Cash,26-Jun-24,June,2024,Kanyon
I547257,C333203,Male,66,Clothing,1,300.08,Cash,27-Jun-24,June,2024,Kanyon
I338169,C194393,Male,60,Books,1,15.15,Credit Card,28-Jun-24,June,2024,Viaport Outlet
I234807,C148324,Female,27,Clothing,5,1500.4,Debit Card,29-Jun-24,June,2024,Kanyon
I288981,C205857,Female,32,Cosmetics,5,203.3,Cash,30-Jun-24,June,2024,Metropol AVM
I279029,C148354,Female,42,Souvenir,4,46.92,Credit Card,1-Jul-24,July,2024,Metropol AVM
I847530,C279055,Male,58,Cosmetics,1,40.66,Debit Card,2-Jul-24,July,2024,Metrocity
I195270,C317188,Male,66,Souvenir,1,11.73,Credit Card,3-Jul-24,July,2024,Kanyon
I229717,C175236,Female,54,Food & Beverage,1,5.23,Cash,4-Jul-24,July,2024,Mall of Istanbul
I262083,C152875,Male,30,Food & Beverage,3,15.69,Cash,5-Jul-24,July,2024,Cevahir AVM
I318556,C177936,Male,64,Clothing,5,1500.4,Cash,6-Jul-24,July,2024,Istinye Park
I105218,C484664,Female,28,Souvenir,2,23.46,Cash,7-Jul-24,July,2024,Metrocity
I129344,C334649,Female,30,Clothing,3,900.24,Cash,8-Jul-24,July,2024,Mall of Istanbul
I507491,C218800,Female,49,Technology,3,3150,Cash,9-Jul-24,July,2024,Kanyon
I966297,C121541,Female,23,Clothing,3,900.24,Debit Card,10-Jul-24,July,2024,Kanyon
I310552,C531490,Female,22,Food & Beverage,1,5.23,Cash,11-Jul-24,July,2024,Kanyon
I187771,C220461,Female,58,Cosmetics,1,40.66,Debit Card,12-Jul-24,July,2024,Metrocity
I281054,C110755,Female,22,Books,5,75.75,Cash,13-Jul-24,July,2024,Kanyon
I283927,C746572,Female,20,Cosmetics,4,162.64,Debit Card,14-Jul-24,July,2024,Istinye Park
I320851,C151866,Female,34,Clothing,4,1200.32,Debit Card,15-Jul-24,July,2024,Mall of Istanbul
I128645,C243702,Female,56,Clothing,4,1200.32,Debit Card,16-Jul-24,July,2024,Istinye Park
I860599,C325460,Male,46,Clothing,1,300.08,Credit Card,17-Jul-24,July,2024,Mall of Istanbul
I219513,C494925,Male,45,Clothing,3,900.24,Credit Card,18-Jul-24,July,2024,Istinye Park
I160545,C316812,Male,43,Toys,5,179.2,Credit Card,19-Jul-24,July,2024,Kanyon
I241813,C259650,Male,54,Clothing,5,1500.4,Cash,20-Jul-24,July,2024,Istinye Park
I199956,C270597,Female,45,Cosmetics,1,40.66,Credit Card,21-Jul-24,July,2024,Istinye Park
I826044,C336073,Female,44,Toys,3,107.52,Cash,22-Jul-24,July,2024,Metropol AVM
I280091,C277636,Female,18,Souvenir,4,46.92,Cash,23-Jul-24,July,2024,Metrocity
I469098,C272944,Male,65,Shoes,4,2400.68,Debit Card,24-Jul-24,July,2024,Metropol AVM
I584641,C198772,Female,59,Clothing,1,300.08,Cash,25-Jul-24,July,2024,Forum Istanbul
I504058,C320331,Female,32,Food & Beverage,2,10.46,Cash,26-Jul-24,July,2024,Kanyon
I106639,C320849,Female,36,Shoes,2,1200.34,Cash,27-Jul-24,July,2024,Kanyon
I604957,C103395,Female,19,Clothing,1,300.08,Cash,28-Jul-24,July,2024,Istinye Park
I187370,C339350,Female,29,Books,3,45.45,Credit Card,29-Jul-24,July,2024,Metrocity
I752673,C885441,Male,38,Technology,4,4200,Credit Card,30-Jul-24,July,2024,Kanyon
I141877,C110372,Male,34,Clothing,3,900.24,Debit Card,31-Jul-24,July,2024,Metropol AVM
I712241,C136012,Male,69,Technology,4,4200,Credit Card,1-Aug-24,August,2024,Metropol AVM
I143573,C296110,Female,57,Clothing,2,600.16,Cash,2-Aug-24,August,2024,Metropol AVM
I224689,C185439,Female,32,Clothing,4,1200.32,Debit Card,3-Aug-24,August,2024,Kanyon
I175593,C150131,Female,48,Toys,2,71.68,Cash,4-Aug-24,August,2024,Mall of Istanbul
I177200,C197871,Female,42,Food & Beverage,1,5.23,Debit Card,5-Aug-24,August,2024,Viaport Outlet
I935961,C753862,Female,24,Food & Beverage,4,20.92,Credit Card,6-Aug-24,August,2024,Metropol AVM
I135566,C306867,Male,68,Clothing,2,600.16,Cash,7-Aug-24,August,2024,Metropol AVM
I241446,C214743,Male,67,Toys,2,71.68,Cash,8-Aug-24,August,2024,Kanyon
I285705,C953085,Male,31,Technology,4,4200,Cash,9-Aug-24,August,2024,Mall of Istanbul
I312730,C277415,Male,60,Clothing,1,300.08,Credit Card,10-Aug-24,August,2024,Istinye Park
I106687,C335983,Male,20,Clothing,4,1200.32,Cash,11-Aug-24,August,2024,Metrocity
I294120,C145250,Female,34,Cosmetics,3,121.98,Cash,12-Aug-24,August,2024,Metrocity
I193677,C763024,Female,45,Shoes,2,1200.34,Debit Card,13-Aug-24,August,2024,Metropol AVM
I206495,C309927,Male,30,Shoes,1,600.17,Credit Card,14-Aug-24,August,2024,Kanyon
I320477,C303958,Male,37,Clothing,3,900.24,Credit Card,15-Aug-24,August,2024,Mall of Istanbul
I295357,C209077,Female,26,Cosmetics,1,40.66,Credit Card,16-Aug-24,August,2024,Emaar Square Mall
I571169,C280789,Female,64,Clothing,5,1500.4,Credit Card,17-Aug-24,August,2024,Mall of Istanbul
I258534,C922102,Male,44,Technology,5,5250,Credit Card,18-Aug-24,August,2024,Zorlu Center
I262465,C509914,Male,19,Technology,4,4200,Debit Card,19-Aug-24,August,2024,Istinye Park
I266757,C308886,Male,60,Souvenir,4,46.92,Debit Card,20-Aug-24,August,2024,Kanyon
I169832,C188914,Female,53,Clothing,4,1200.32,Credit Card,21-Aug-24,August,2024,Metrocity
I250728,C179098,Male,30,Cosmetics,4,162.64,Cash,22-Aug-24,August,2024,Forum Istanbul
I200329,C474668,Male,44,Shoes,4,2400.68,Cash,23-Aug-24,August,2024,Metropol AVM
I942584,C334317,Male,31,Toys,1,35.84,Debit Card,24-Aug-24,August,2024,Mall of Istanbul
I178338,C326970,Male,57,Food & Beverage,4,20.92,Credit Card,25-Aug-24,August,2024,Metropol AVM
I229929,C299502,Female,37,Clothing,3,900.24,Debit Card,26-Aug-24,August,2024,Forum Istanbul
I288683,C939222,Male,20,Clothing,4,1200.32,Cash,27-Aug-24,August,2024,Viaport Outlet
I138961,C217456,Male,23,Souvenir,3,35.19,Credit Card,28-Aug-24,August,2024,Kanyon
I802719,C288044,Female,27,Clothing,5,1500.4,Cash,29-Aug-24,August,2024,Metropol AVM
I195394,C328660,Female,51,Cosmetics,3,121.98,Credit Card,30-Aug-24,August,2024,Istinye Park
I170017,C324253,Male,21,Technology,4,4200,Credit Card,31-Aug-24,August,2024,Mall of Istanbul
I211919,C208623,Female,60,Food & Beverage,3,15.69,Cash,1-Sep-24,September,2024,Istinye Park
I321071,C954551,Male,49,Cosmetics,4,162.64,Cash,2-Sep-24,September,2024,Mall of Istanbul
I297517,C339149,Male,55,Cosmetics,5,203.3,Debit Card,3-Sep-24,September,2024,Mall of Istanbul
I115753,C241150,Male,62,Food & Beverage,5,26.15,Credit Card,4-Sep-24,September,2024,Istinye Park
I136471,C338189,Male,21,Food & Beverage,5,26.15,Debit Card,5-Sep-24,September,2024,Mall of Istanbul
I273192,C289698,Female,64,Toys,4,143.36,Cash,6-Sep-24,September,2024,Kanyon
I155987,C325103,Male,57,Souvenir,5,58.65,Cash,7-Sep-24,September,2024,Emaar Square Mall
I257283,C256111,Male,58,Clothing,2,600.16,Cash,8-Sep-24,September,2024,Kanyon
I320828,C157623,Female,40,Toys,3,107.52,Cash,9-Sep-24,September,2024,Kanyon
I281208,C149839,Female,44,Cosmetics,5,203.3,Cash,10-Sep-24,September,2024,Emaar Square Mall
I149132,C309930,Male,39,Food & Beverage,5,26.15,Cash,11-Sep-24,September,2024,Zorlu Center
I140633,C302869,Male,55,Books,5,75.75,Cash,12-Sep-24,September,2024,Cevahir AVM
I228653,C789065,Female,43,Cosmetics,4,162.64,Credit Card,13-Sep-24,September,2024,Mall of Istanbul
I111719,C149907,Male,37,Clothing,1,300.08,Cash,14-Sep-24,September,2024,Metrocity
I223855,C310095,Male,55,Clothing,1,300.08,Cash,15-Sep-24,September,2024,Kanyon
I334012,C927868,Male,39,Clothing,1,300.08,Debit Card,16-Sep-24,September,2024,Cevahir AVM
I178136,C177860,Female,65,Toys,3,107.52,Cash,17-Sep-24,September,2024,Istinye Park
I221992,C113568,Male,47,Clothing,4,1200.32,Cash,18-Sep-24,September,2024,Kanyon
I159071,C245748,Male,23,Cosmetics,2,81.32,Debit Card,19-Sep-24,September,2024,Metrocity
I332936,C270709,Female,57,Clothing,3,900.24,Cash,20-Sep-24,September,2024,Viaport Outlet
I118080,C261361,Female,35,Technology,1,1050,Cash,21-Sep-24,September,2024,Viaport Outlet
I224355,C105991,Male,27,Clothing,4,1200.32,Debit Card,22-Sep-24,September,2024,Mall of Istanbul
I244653,C124871,Female,46,Shoes,4,2400.68,Cash,23-Sep-24,September,2024,Kanyon
I397250,C170581,Male,30,Clothing,1,300.08,Cash,24-Sep-24,September,2024,Metrocity
I269574,C285436,Female,30,Clothing,2,600.16,Credit Card,25-Sep-24,September,2024,Kanyon
I171167,C269066,Male,66,Clothing,5,1500.4,Debit Card,26-Sep-24,September,2024,Mall of Istanbul
I208346,C101579,Male,59,Cosmetics,3,121.98,Debit Card,27-Sep-24,September,2024,Mall of Istanbul
I115916,C338582,Male,18,Shoes,5,3000.85,Debit Card,28-Sep-24,September,2024,Istinye Park
I258976,C171807,Female,58,Clothing,4,1200.32,Credit Card,29-Sep-24,September,2024,Mall of Istanbul
I613437,C170116,Female,44,Technology,5,5250,Cash,30-Sep-24,September,2024,Mall of Istanbul
I328664,C311976,Female,53,Souvenir,2,23.46,Cash,1-Oct-24,October,2024,Metrocity
I121868,C101411,Female,24,Cosmetics,5,203.3,Cash,2-Oct-24,October,2024,Mall of Istanbul
I678904,C150398,Female,64,Shoes,4,2400.68,Cash,3-Oct-24,October,2024,Mall of Istanbul
I964061,C336542,Female,18,Souvenir,3,35.19,Debit Card,4-Oct-24,October,2024,Zorlu Center
I554701,C326582,Female,21,Toys,3,107.52,Credit Card,5-Oct-24,October,2024,Istinye Park
I252115,C144558,Female,45,Food & Beverage,5,26.15,Cash,6-Oct-24,October,2024,Istinye Park
I101953,C316666,Male,52,Technology,3,3150,Cash,7-Oct-24,October,2024,Metrocity
I284094,C136784,Male,31,Cosmetics,1,40.66,Credit Card,8-Oct-24,October,2024,Metrocity
I268013,C203249,Female,52,Cosmetics,2,81.32,Cash,9-Oct-24,October,2024,Mall of Istanbul
I228335,C928248,Female,64,Clothing,3,900.24,Credit Card,10-Oct-24,October,2024,Mall of Istanbul
I265038,C663839,Female,33,Food & Beverage,5,26.15,Cash,11-Oct-24,October,2024,Cevahir AVM
I177918,C260482,Male,56,Clothing,4,1200.32,Debit Card,12-Oct-24,October,2024,Metrocity
I244859,C338217,Male,29,Souvenir,5,58.65,Debit Card,13-Oct-24,October,2024,Metrocity
I318281,C164736,Female,41,Souvenir,2,23.46,Cash,14-Oct-24,October,2024,Cevahir AVM
I262830,C247895,Male,36,Food & Beverage,4,20.92,Cash,15-Oct-24,October,2024,Kanyon
I234396,C318177,Female,31,Food & Beverage,3,15.69,Credit Card,16-Oct-24,October,2024,Metrocity
I193049,C280631,Female,44,Clothing,5,1500.4,Cash,17-Oct-24,October,2024,Kanyon
I230897,C178926,Male,56,Shoes,5,3000.85,Credit Card,18-Oct-24,October,2024,Metropol AVM
I163127,C216627,Female,19,Clothing,4,1200.32,Debit Card,19-Oct-24,October,2024,Metrocity
I885570,C107370,Female,48,Cosmetics,1,40.66,Credit Card,20-Oct-24,October,2024,Viaport Outlet
I266672,C122346,Male,59,Shoes,5,3000.85,Debit Card,21-Oct-24,October,2024,Viaport Outlet
I212643,C215812,Female,23,Cosmetics,2,81.32,Cash,22-Oct-24,October,2024,Mall of Istanbul
I235015,C546656,Female,20,Food & Beverage,4,20.92,Debit Card,23-Oct-24,October,2024,Istinye Park
I141833,C101824,Female,22,Clothing,1,300.08,Credit Card,24-Oct-24,October,2024,Kanyon
I303401,C182329,Female,55,Clothing,2,600.16,Cash,25-Oct-24,October,2024,Mall of Istanbul
I135417,C305994,Male,37,Cosmetics,3,121.98,Credit Card,26-Oct-24,October,2024,Cevahir AVM
I189270,C120038,Male,29,Food & Beverage,4,20.92,Credit Card,27-Oct-24,October,2024,Kanyon
I336053,C170298,Female,69,Clothing,4,1200.32,Cash,28-Oct-24,October,2024,Metropol AVM
I266127,C319481,Female,55,Cosmetics,1,40.66,Credit Card,29-Oct-24,October,2024,Metrocity
I155865,C244920,Female,55,Cosmetics,4,162.64,Debit Card,30-Oct-24,October,2024,Istinye Park
I327129,C413755,Female,41,Cosmetics,2,81.32,Debit Card,31-Oct-24,October,2024,Mall of Istanbul
I186732,C891375,Female,27,Clothing,5,1500.4,Credit Card,1-Nov-24,November,2024,Kanyon
I254938,C425712,Female,41,Souvenir,2,23.46,Credit Card,2-Nov-24,November,2024,Kanyon
I256253,C405333,Male,45,Food & Beverage,3,15.69,Debit Card,3-Nov-24,November,2024,Emaar Square Mall
I509314,C193427,Female,39,Clothing,1,300.08,Credit Card,4-Nov-24,November,2024,Kanyon
I301088,C208867,Male,44,Food & Beverage,1,5.23,Debit Card,5-Nov-24,November,2024,Viaport Outlet
I208121,C236106,Male,48,Shoes,4,2400.68,Credit Card,6-Nov-24,November,2024,Emaar Square Mall
I291415,C264306,Female,47,Clothing,1,300.08,Credit Card,7-Nov-24,November,2024,Emaar Square Mall
I240463,C674473,Female,29,Cosmetics,1,40.66,Cash,8-Nov-24,November,2024,Forum Istanbul
I797307,C273092,Male,25,Cosmetics,1,40.66,Cash,9-Nov-24,November,2024,Metropol AVM
I232977,C314806,Male,64,Cosmetics,3,121.98,Credit Card,10-Nov-24,November,2024,Istinye Park
I297587,C310834,Male,20,Clothing,5,1500.4,Cash,11-Nov-24,November,2024,Viaport Outlet
I199851,C236488,Female,54,Food & Beverage,4,20.92,Debit Card,12-Nov-24,November,2024,Istinye Park
I104142,C168396,Male,41,Clothing,5,1500.4,Cash,13-Nov-24,November,2024,Kanyon
I305296,C462763,Female,60,Food & Beverage,2,10.46,Credit Card,14-Nov-24,November,2024,Emaar Square Mall
I210408,C299930,Female,68,Clothing,1,300.08,Debit Card,15-Nov-24,November,2024,Mall of Istanbul
I240128,C964027,Male,63,Shoes,1,600.17,Cash,16-Nov-24,November,2024,Metropol AVM
I262913,C200695,Male,62,Food & Beverage,5,26.15,Debit Card,17-Nov-24,November,2024,Kanyon
I252801,C333187,Female,59,Shoes,1,600.17,Cash,18-Nov-24,November,2024,Mall of Istanbul
I970055,C306283,Female,44,Clothing,1,300.08,Cash,19-Nov-24,November,2024,Kanyon
I110965,C142303,Female,22,Cosmetics,1,40.66,Cash,20-Nov-24,November,2024,Emaar Square Mall
I122185,C334463,Female,25,Cosmetics,5,203.3,Cash,21-Nov-24,November,2024,Mall of Istanbul
I265794,C261459,Male,33,Clothing,3,900.24,Debit Card,22-Nov-24,November,2024,Mall of Istanbul
I107823,C204840,Female,66,Shoes,5,3000.85,Credit Card,23-Nov-24,November,2024,Istinye Park
I331526,C157463,Female,37,Souvenir,3,35.19,Credit Card,24-Nov-24,November,2024,Metropol AVM
I215478,C166304,Male,69,Shoes,2,1200.34,Cash,25-Nov-24,November,2024,Istinye Park
I211868,C338587,Female,37,Shoes,5,3000.85,Cash,26-Nov-24,November,2024,Emaar Square Mall
I117485,C304490,Female,68,Books,3,45.45,Credit Card,27-Nov-24,November,2024,Kanyon
I289114,C113688,Male,48,Clothing,3,900.24,Debit Card,28-Nov-24,November,2024,Kanyon
I289729,C817996,Female,54,Cosmetics,1,40.66,Credit Card,29-Nov-24,November,2024,Mall of Istanbul
I241785,C931830,Female,54,Cosmetics,1,40.66,Credit Card,30-Nov-24,November,2024,Mall of Istanbul
I427761,C125428,Female,69,Shoes,4,2400.68,Credit Card,1-Dec-24,December,2024,Forum Istanbul
I337706,C126492,Female,41,Books,1,15.15,Credit Card,2-Dec-24,December,2024,Kanyon
I166626,C332667,Female,66,Clothing,4,1200.32,Debit Card,3-Dec-24,December,2024,Metrocity
I236314,C114437,Male,61,Technology,5,5250,Cash,4-Dec-24,December,2024,Istinye Park
I197190,C195540,Female,62,Clothing,2,600.16,Credit Card,5-Dec-24,December,2024,Emaar Square Mall
I239523,C333934,Female,55,Clothing,1,300.08,Credit Card,6-Dec-24,December,2024,Cevahir AVM
